PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00  8.16657e-12  1.61831e-05  1.85148e+00  3.19084e-04  1.61831e-05  1.85148e+00  8.16657e-12  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  1.83847e-02  1.94524e-02  1.85088e+00  5.34470e-02  1.94524e-02  1.85088e+00  1.83847e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  4.22964e-02  4.44179e-02  1.85675e+00  1.16541e-01  4.44179e-02  1.85675e+00  4.22964e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  6.90506e-02  7.22153e-02  1.86635e+00  1.83720e-01  7.22153e-02  1.86635e+00  6.90506e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  9.45336e-01  7.05673e-02  7.37889e-02  1.86695e+00  1.87453e-01  7.37889e-02  1.86695e+00  7.05673e-02  9.45336e-01  0.00000e+00 
 0.00000e+00  9.54774e-01  9.65265e-02  1.00700e-01  1.87769e+00  2.51578e-01  1.00700e-01  1.87769e+00  9.65265e-02  9.54774e-01  0.00000e+00 
 0.00000e+00  9.66758e-01  1.24704e-01  1.29870e-01  1.89039e+00  3.19135e-01  1.29870e-01  1.89039e+00  1.24704e-01  9.66758e-01  0.00000e+00 
 0.00000e+00  9.79927e-01  1.52913e-01  1.59052e-01  1.90371e+00  3.84964e-01  1.59052e-01  1.90371e+00  1.52913e-01  9.79927e-01  0.00000e+00 
 0.00000e+00  9.93673e-01  1.80693e-01  1.87784e-01  1.91717e+00  4.48194e-01  1.87784e-01  1.91717e+00  1.80693e-01  9.93673e-01  0.00000e+00 
 0.00000e+00  1.00759e+00  2.07750e-01  2.15771e-01  1.93042e+00  5.08331e-01  2.15771e-01  1.93042e+00  2.07750e-01  1.00759e+00  0.00000e+00 
 0.00000e+00  1.02138e+00  2.33902e-01  2.42831e-01  1.94325e+00  5.65132e-01  2.42831e-01  1.94325e+00  2.33902e-01  1.02138e+00  0.00000e+00 
 0.00000e+00  1.03488e+00  2.59045e-01  2.68859e-01  1.95552e+00  6.18511e-01  2.68859e-01  1.95552e+00  2.59045e-01  1.03488e+00  0.00000e+00 
 0.00000e+00  1.04795e+00  2.83125e-01  2.93803e-01  1.96716e+00  6.68491e-01  2.93803e-01  1.96716e+00  2.83125e-01  1.04795e+00  0.00000e+00 
 0.00000e+00  1.06051e+00  3.06124e-01  3.17643e-01  1.97812e+00  7.15157e-01  3.17643e-01  1.97812e+00  3.06124e-01  1.06051e+00  0.00000e+00 
 1.38170e+00  1.06608e+00  3.16302e-01  3.28199e-01  1.98290e+00  7.35466e-01  3.28199e-01  1.98290e+00  3.16302e-01  1.06608e+00  1.38170e+00 
 1.38471e+00  1.07273e+00  3.28200e-01  3.40533e-01  1.98859e+00  7.59418e-01  3.40533e-01  1.98859e+00  3.28200e-01  1.07273e+00  1.38471e+00 
 1.39012e+00  1.08462e+00  3.49440e-01  3.62564e-01  1.99862e+00  8.01408e-01  3.62564e-01  1.99862e+00  3.49440e-01  1.08462e+00  1.39012e+00 
 1.39532e+00  1.09597e+00  3.69751e-01  3.83649e-01  2.00800e+00  8.40611e-01  3.83649e-01  2.00800e+00  3.69751e-01  1.09597e+00  1.39532e+00 
 1.40025e+00  1.10678e+00  3.89148e-01  4.03803e-01  2.01675e+00  8.77145e-01  4.03803e-01  2.01675e+00  3.89148e-01  1.10678e+00  1.40025e+00 
 1.40489e+00  1.11704e+00  4.07654e-01  4.23050e-01  2.02487e+00  9.11138e-01  4.23050e-01  2.02487e+00  4.07654e-01  1.11704e+00  1.40489e+00 
 1.40922e+00  1.12675e+00  4.25296e-01  4.41415e-01  2.03238e+00  9.42722e-01  4.41415e-01  2.03238e+00  4.25296e-01  1.12675e+00  1.40922e+00 
 1.41325e+00  1.13592e+00  4.42103e-01  4.58931e-01  2.03930e+00  9.72029e-01  4.58931e-01  2.03930e+00  4.42103e-01  1.13592e+00  1.41325e+00 
 1.41696e+00  1.14457e+00  4.58109e-01  4.75629e-01  2.04565e+00  9.99190e-01  4.75629e-01  2.04565e+00  4.58109e-01  1.14457e+00  1.41696e+00 
 1.42036e+00  1.15270e+00  4.73345e-01  4.91544e-01  2.05146e+00  1.02433e+00  4.91544e-01  2.05146e+00  4.73345e-01  1.15270e+00  1.42036e+00 
 1.42344e+00  1.16035e+00  4.87847e-01  5.06708e-01  2.05674e+00  1.04758e+00  5.06708e-01  2.05674e+00  4.87847e-01  1.16035e+00  1.42344e+00 
 1.42623e+00  1.16752e+00  5.01645e-01  5.21157e-01  2.06152e+00  1.06904e+00  5.21157e-01  2.06152e+00  5.01645e-01  1.16752e+00  1.42623e+00 
 1.42872e+00  1.17424e+00  5.14775e-01  5.34921e-01  2.06583e+00  1.08884e+00  5.34921e-01  2.06583e+00  5.14775e-01  1.17424e+00  1.42872e+00 
 1.43093e+00  1.18052e+00  5.27266e-01  5.48034e-01  2.06968e+00  1.10707e+00  5.48034e-01  2.06968e+00  5.27266e-01  1.18052e+00  1.43093e+00 
 1.43287e+00  1.18639e+00  5.39149e-01  5.60526e-01  2.07311e+00  1.12384e+00  5.60526e-01  2.07311e+00  5.39149e-01  1.18639e+00  1.43287e+00 
 1.43455e+00  1.19186e+00  5.50454e-01  5.72427e-01  2.07614e+00  1.13924e+00  5.72427e-01  2.07614e+00  5.50454e-01  1.19186e+00  1.43455e+00 
 1.43597e+00  1.19695e+00  5.61209e-01  5.83766e-01  2.07878e+00  1.15336e+00  5.83766e-01  2.07878e+00  5.61209e-01  1.19695e+00  1.43597e+00 
 1.43716e+00  1.20169e+00  5.71441e-01  5.94571e-01  2.08106e+00  1.16628e+00  5.94571e-01  2.08106e+00  5.71441e-01  1.20169e+00  1.43716e+00 
 1.43812e+00  1.20608e+00  5.81176e-01  6.04866e-01  2.08300e+00  1.17807e+00  6.04866e-01  2.08300e+00  5.81176e-01  1.20608e+00  1.43812e+00 
 1.43886e+00  1.21015e+00  5.90438e-01  6.14677e-01  2.08461e+00  1.18881e+00  6.14677e-01  2.08461e+00  5.90438e-01  1.21015e+00  1.43886e+00 
 1.43939e+00  1.21390e+00  5.99251e-01  6.24028e-01  2.08592e+00  1.19858e+00  6.24028e-01  2.08592e+00  5.99251e-01  1.21390e+00  1.43939e+00 
