PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00  5.67820e-07  1.33079e-15  1.26423e+00  7.87360e-06  1.33079e-15  1.26423e+00  5.67820e-07  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  3.46955e-02  3.42851e-02  1.28840e+00  8.12639e-02  3.42851e-02  1.28840e+00  3.46955e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  7.33157e-02  7.25162e-02  1.31706e+00  1.69854e-01  7.25162e-02  1.31706e+00  7.33157e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  1.13196e-01  1.12028e-01  1.34748e+00  2.59741e-01  1.12028e-01  1.34748e+00  1.13196e-01  0.00000e+00  0.00000e+00 
 0.00000e+00  6.02439e-01  1.15391e-01  1.14202e-01  1.34917e+00  2.64643e-01  1.14202e-01  1.34917e+00  1.15391e-01  6.02439e-01  0.00000e+00 
 0.00000e+00  6.36009e-01  1.53043e-01  1.51529e-01  1.37842e+00  3.47680e-01  1.51529e-01  1.37842e+00  1.53043e-01  6.36009e-01  0.00000e+00 
 0.00000e+00  6.71025e-01  1.92256e-01  1.90413e-01  1.40909e+00  4.32905e-01  1.90413e-01  1.40909e+00  1.92256e-01  6.71025e-01  0.00000e+00 
 0.00000e+00  7.04960e-01  2.30264e-01  2.28106e-01  1.43886e+00  5.14180e-01  2.28106e-01  1.43886e+00  2.30264e-01  7.04960e-01  0.00000e+00 
 0.00000e+00  7.37483e-01  2.66739e-01  2.64278e-01  1.46739e+00  5.90835e-01  2.64278e-01  1.46739e+00  2.66739e-01  7.37483e-01  0.00000e+00 
 0.00000e+00  7.68418e-01  3.01510e-01  2.98760e-01  1.49450e+00  6.62580e-01  2.98760e-01  1.49450e+00  3.01510e-01  7.68418e-01  0.00000e+00 
 0.00000e+00  7.97690e-01  3.34508e-01  3.31479e-01  1.52007e+00  7.29364e-01  3.31479e-01  1.52007e+00  3.34508e-01  7.97690e-01  0.00000e+00 
 0.00000e+00  8.25290e-01  3.65724e-01  3.62430e-01  1.54411e+00  7.91278e-01  3.62430e-01  1.54411e+00  3.65724e-01  8.25290e-01  0.00000e+00 
 0.00000e+00  8.51244e-01  3.95195e-01  3.91644e-01  1.56661e+00  8.48504e-01  3.91644e-01  1.56661e+00  3.95195e-01  8.51244e-01  0.00000e+00 
 0.00000e+00  8.75609e-01  4.22976e-01  4.19179e-01  1.58763e+00  9.01272e-01  4.19179e-01  1.58763e+00  4.22976e-01  8.75609e-01  0.00000e+00 
 1.25859e+00  8.86259e-01  4.35162e-01  4.31255e-01  1.59678e+00  9.24032e-01  4.31255e-01  1.59678e+00  4.35162e-01  8.86259e-01  1.25859e+00 
 1.26600e+00  8.98815e-01  4.49487e-01  4.45456e-01  1.60761e+00  9.50622e-01  4.45456e-01  1.60761e+00  4.49487e-01  8.98815e-01  1.26600e+00 
 1.27901e+00  9.20941e-01  4.74823e-01  4.70566e-01  1.62661e+00  9.96788e-01  4.70566e-01  1.62661e+00  4.74823e-01  9.20941e-01  1.27901e+00 
 1.29117e+00  9.41755e-01  4.98773e-01  4.94298e-01  1.64437e+00  1.03935e+00  4.94298e-01  1.64437e+00  4.98773e-01  9.41755e-01  1.29117e+00 
 1.30249e+00  9.61314e-01  5.21397e-01  5.16713e-01  1.66095e+00  1.07851e+00  5.16713e-01  1.66095e+00  5.21397e-01  9.61314e-01  1.30249e+00 
 1.31302e+00  9.79681e-01  5.42761e-01  5.37873e-01  1.67640e+00  1.11449e+00  5.37873e-01  1.67640e+00  5.42761e-01  9.79681e-01  1.31302e+00 
 1.32278e+00  9.96915e-01  5.62927e-01  5.57842e-01  1.69078e+00  1.14747e+00  5.57842e-01  1.69078e+00  5.62927e-01  9.96915e-01  1.32278e+00 
 1.33179e+00  1.01308e+00  5.81960e-01  5.76684e-01  1.70415e+00  1.17767e+00  5.76684e-01  1.70415e+00  5.81960e-01  1.01308e+00  1.33179e+00 
 1.34011e+00  1.02823e+00  5.99919e-01  5.94459e-01  1.71657e+00  1.20526e+00  5.94459e-01  1.71657e+00  5.99919e-01  1.02823e+00  1.34011e+00 
 1.34777e+00  1.04243e+00  6.16866e-01  6.11227e-01  1.72809e+00  1.23043e+00  6.11227e-01  1.72809e+00  6.16866e-01  1.04243e+00  1.34777e+00 
 1.35480e+00  1.05573e+00  6.32856e-01  6.27043e-01  1.73876e+00  1.25333e+00  6.27043e-01  1.73876e+00  6.32856e-01  1.05573e+00  1.35480e+00 
 1.36123e+00  1.06818e+00  6.47944e-01  6.41964e-01  1.74863e+00  1.27414e+00  6.41964e-01  1.74863e+00  6.47944e-01  1.06818e+00  1.36123e+00 
 1.36710e+00  1.07983e+00  6.62181e-01  6.56038e-01  1.75776e+00  1.29300e+00  6.56038e-01  1.75776e+00  6.62181e-01  1.07983e+00  1.36710e+00 
 1.37244e+00  1.09073e+00  6.75616e-01  6.69315e-01  1.76617e+00  1.31005e+00  6.69315e-01  1.76617e+00  6.75616e-01  1.09073e+00  1.37244e+00 
 1.37728e+00  1.10092e+00  6.88294e-01  6.81840e-01  1.77393e+00  1.32542e+00  6.81840e-01  1.77393e+00  6.88294e-01  1.10092e+00  1.37728e+00 
 1.38165e+00  1.11045e+00  7.00260e-01  6.93657e-01  1.78106e+00  1.33922e+00  6.93657e-01  1.78106e+00  7.00260e-01  1.11045e+00  1.38165e+00 
 1.38558e+00  1.11935e+00  7.11552e-01  7.04805e-01  1.78761e+00  1.35157e+00  7.04805e-01  1.78761e+00  7.11552e-01  1.11935e+00  1.38558e+00 
 1.38910e+00  1.12767e+00  7.22211e-01  7.15324e-01  1.79360e+00  1.36257e+00  7.15324e-01  1.79360e+00  7.22211e-01  1.12767e+00  1.38910e+00 
 1.39222e+00  1.13542e+00  7.32271e-01  7.25247e-01  1.79908e+00  1.37232e+00  7.25247e-01  1.79908e+00  7.32271e-01  1.13542e+00  1.39222e+00 
 1.39498e+00  1.14266e+00  7.41766e-01  7.34610e-01  1.80407e+00  1.38091e+00  7.34610e-01  1.80407e+00  7.41766e-01  1.14266e+00  1.39498e+00 
 1.39739e+00  1.14940e+00  7.50728e-01  7.43444e-01  1.80861e+00  1.38842e+00  7.43444e-01  1.80861e+00  7.50728e-01  1.14940e+00  1.39739e+00 
 1.39948e+00  1.15567e+00  7.59186e-01  7.51777e-01  1.81271e+00  1.39494e+00  7.51777e-01  1.81271e+00  7.59186e-01  1.15567e+00  1.39948e+00 
 1.40127e+00  1.16151e+00  7.67169e-01  7.59639e-01  1.81641e+00  1.40052e+00  7.59639e-01  1.81641e+00  7.67169e-01  1.16151e+00  1.40127e+00 
 1.40276e+00  1.16694e+00  7.74702e-01  7.67054e-01  1.81973e+00  1.40524e+00  7.67054e-01  1.81973e+00  7.74702e-01  1.16694e+00  1.40276e+00 
 1.40399e+00  1.17197e+00  7.81810e-01  7.74047e-01  1.82269e+00  1.40916e+00  7.74047e-01  1.82269e+00  7.81810e-01  1.17197e+00  1.40399e+00 
 1.40497e+00  1.17664e+00  7.88516e-01  7.80641e-01  1.82531e+00  1.41233e+00  7.80641e-01  1.82531e+00  7.88516e-01  1.17664e+00  1.40497e+00 
 1.40570e+00  1.18097e+00  7.94841e-01  7.86858e-01  1.82761e+00  1.41481e+00  7.86858e-01  1.82761e+00  7.94841e-01  1.18097e+00  1.40570e+00 
 1.40622e+00  1.18496e+00  8.00807e-01  7.92718e-01  1.82962e+00  1.41666e+00  7.92718e-01  1.82962e+00  8.00807e-01  1.18496e+00  1.40622e+00 
 1.40652e+00  1.18865e+00  8.06431e-01  7.98239e-01  1.83134e+00  1.41790e+00  7.98239e-01  1.83134e+00  8.06431e-01  1.18865e+00  1.40652e+00 
