PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00  2.17623e-13  3.65870e-04  1.70237e+00  3.00725e-07  3.65870e-04  1.70237e+00  2.17623e-13  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  2.40307e-02  2.58564e-02  1.70011e+00  6.22313e-02  2.58564e-02  1.70011e+00  2.40307e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  5.36273e-02  5.68660e-02  1.70553e+00  1.34607e-01  5.68660e-02  1.70553e+00  5.36273e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  8.58923e-02  9.04917e-02  1.71542e+00  2.10791e-01  9.04917e-02  1.71542e+00  8.58923e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  5.91652e-01  8.77044e-02  9.23770e-02  1.71604e+00  2.15006e-01  9.23770e-02  1.71604e+00  8.77044e-02  5.91652e-01  0.00000e+00 
 0.00000e+00  6.18704e-01  1.18871e-01  1.24755e-01  1.72784e+00  2.86707e-01  1.24755e-01  1.72784e+00  1.18871e-01  6.18704e-01  0.00000e+00 
 0.00000e+00  6.47861e-01  1.52243e-01  1.59367e-01  1.74186e+00  3.61844e-01  1.59367e-01  1.74186e+00  1.52243e-01  6.47861e-01  0.00000e+00 
 0.00000e+00  6.76847e-01  1.85309e-01  1.93629e-01  1.75663e+00  4.34739e-01  1.93629e-01  1.75663e+00  1.85309e-01  6.76847e-01  0.00000e+00 
 0.00000e+00  7.05198e-01  2.17609e-01  2.27082e-01  1.77157e+00  5.04495e-01  2.27082e-01  1.77157e+00  2.17609e-01  7.05198e-01  0.00000e+00 
 0.00000e+00  7.32625e-01  2.48861e-01  2.59445e-01  1.78632e+00  5.70621e-01  2.59445e-01  1.78632e+00  2.48861e-01  7.32625e-01  0.00000e+00 
 0.00000e+00  7.58958e-01  2.78900e-01  2.90555e-01  1.80062e+00  6.32890e-01  2.90555e-01  1.80062e+00  2.78900e-01  7.58958e-01  0.00000e+00 
 0.00000e+00  7.84103e-01  3.07640e-01  3.20327e-01  1.81433e+00  6.91243e-01  3.20327e-01  1.81433e+00  3.07640e-01  7.84103e-01  0.00000e+00 
 0.00000e+00  8.08022e-01  3.35048e-01  3.48730e-01  1.82735e+00  7.45731e-01  3.48730e-01  1.82735e+00  3.35048e-01  8.08022e-01  0.00000e+00 
 0.00000e+00  8.30711e-01  3.61124e-01  3.75766e-01  1.83963e+00  7.96472e-01  3.75766e-01  1.83963e+00  3.61124e-01  8.30711e-01  0.00000e+00 
 1.40815e+00  8.40700e-01  3.72633e-01  3.87704e-01  1.84501e+00  8.18512e-01  3.87704e-01  1.84501e+00  3.72633e-01  8.40700e-01  1.40815e+00 
 1.41205e+00  8.52454e-01  3.86139e-01  4.01701e-01  1.85148e+00  8.44430e-01  4.01701e-01  1.85148e+00  3.86139e-01  8.52454e-01  1.41205e+00 
 1.41902e+00  8.73319e-01  4.10179e-01  4.26627e-01  1.86288e+00  8.89763e-01  4.26627e-01  1.86288e+00  4.10179e-01  8.73319e-01  1.41902e+00 
 1.42564e+00  8.93125e-01  4.33084e-01  4.50391e-01  1.87357e+00  9.31958e-01  4.50391e-01  1.87357e+00  4.33084e-01  8.93125e-01  1.42564e+00 
 1.43188e+00  9.11898e-01  4.54885e-01  4.73026e-01  1.88354e+00  9.71160e-01  4.73026e-01  1.88354e+00  4.54885e-01  9.11898e-01  1.43188e+00 
 1.43773e+00  9.29672e-01  4.75618e-01  4.94567e-01  1.89282e+00  1.00752e+00  4.94567e-01  1.89282e+00  4.75618e-01  9.29672e-01  1.43773e+00 
 1.44318e+00  9.46484e-01  4.95322e-01  5.15057e-01  1.90142e+00  1.04120e+00  5.15057e-01  1.90142e+00  4.95322e-01  9.46484e-01  1.44318e+00 
 1.44822e+00  9.62374e-01  5.14041e-01  5.34538e-01  1.90935e+00  1.07234e+00  5.34538e-01  1.90935e+00  5.14041e-01  9.62374e-01  1.44822e+00 
 1.45286e+00  9.77383e-01  5.31817e-01  5.53054e-01  1.91666e+00  1.10111e+00  5.53054e-01  1.91666e+00  5.31817e-01  9.77383e-01  1.45286e+00 
 1.45711e+00  9.91552e-01  5.48693e-01  5.70650e-01  1.92336e+00  1.12764e+00  5.70650e-01  1.92336e+00  5.48693e-01  9.91552e-01  1.45711e+00 
 1.46097e+00  1.00492e+00  5.64714e-01  5.87370e-01  1.92948e+00  1.15208e+00  5.87370e-01  1.92948e+00  5.64714e-01  1.00492e+00  1.46097e+00 
 1.46446e+00  1.01753e+00  5.79920e-01  6.03256e-01  1.93505e+00  1.17455e+00  6.03256e-01  1.93505e+00  5.79920e-01  1.01753e+00  1.46446e+00 
