PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00  1.49466e-03  2.04920e-05  8.91872e-01  1.01191e-04  2.04920e-05  8.91872e-01  1.49466e-03  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  4.76254e-02  4.57167e-02  9.38031e-01  1.02235e-01  4.57167e-02  9.38031e-01  4.76254e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  9.59928e-02  9.37167e-02  9.85904e-01  2.09016e-01  9.37167e-02  9.85904e-01  9.59928e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  1.44166e-01  1.41577e-01  1.03319e+00  3.14577e-01  1.41577e-01  1.03319e+00  1.44166e-01  0.00000e+00  0.00000e+00 
 0.00000e+00  5.71202e-01  1.46778e-01  1.44174e-01  1.03574e+00  3.20271e-01  1.44174e-01  1.03574e+00  1.46778e-01  5.71202e-01  0.00000e+00 
 0.00000e+00  6.12606e-01  1.91478e-01  1.88626e-01  1.07930e+00  4.16153e-01  1.88626e-01  1.07930e+00  1.91478e-01  6.12606e-01  0.00000e+00 
 0.00000e+00  6.54792e-01  2.37094e-01  2.34014e-01  1.12349e+00  5.12999e-01  2.34014e-01  1.12349e+00  2.37094e-01  6.54792e-01  0.00000e+00 
 0.00000e+00  6.94907e-01  2.80574e-01  2.77296e-01  1.16537e+00  6.04094e-01  2.77296e-01  1.16537e+00  2.80574e-01  6.94907e-01  0.00000e+00 
 0.00000e+00  7.32764e-01  3.21723e-01  3.18273e-01  1.20476e+00  6.88985e-01  3.18273e-01  1.20476e+00  3.21723e-01  7.32764e-01  0.00000e+00 
 0.00000e+00  7.68306e-01  3.60485e-01  3.56885e-01  1.24166e+00  7.67579e-01  3.56885e-01  1.24166e+00  3.60485e-01  7.68306e-01  0.00000e+00 
 0.00000e+00  8.01562e-01  3.96886e-01  3.93157e-01  1.27610e+00  8.39999e-01  3.93157e-01  1.27610e+00  3.96886e-01  8.01562e-01  0.00000e+00 
 0.00000e+00  8.32606e-01  4.31002e-01  4.27160e-01  1.30817e+00  9.06495e-01  4.27160e-01  1.30817e+00  4.31002e-01  8.32606e-01  0.00000e+00 
 0.00000e+00  8.61539e-01  4.62933e-01  4.58994e-01  1.33801e+00  9.67384e-01  4.58994e-01  1.33801e+00  4.62933e-01  8.61539e-01  0.00000e+00 
 0.00000e+00  8.88477e-01  4.92799e-01  4.88777e-01  1.36573e+00  1.02302e+00  4.88777e-01  1.36573e+00  4.92799e-01  8.88477e-01  0.00000e+00 
 1.23550e+00  9.00187e-01  5.05827e-01  5.01771e-01  1.37776e+00  1.04685e+00  5.01771e-01  1.37776e+00  5.05827e-01  9.00187e-01  1.23550e+00 
 1.24452e+00  9.13993e-01  5.21156e-01  5.17063e-01  1.39191e+00  1.07454e+00  5.17063e-01  1.39191e+00  5.21156e-01  9.13993e-01  1.24452e+00 
 1.26024e+00  9.38185e-01  5.48116e-01  5.43963e-01  1.41666e+00  1.12228e+00  5.43963e-01  1.41666e+00  5.48116e-01  9.38185e-01  1.26024e+00 
 1.27480e+00  9.60781e-01  5.73423e-01  5.69220e-01  1.43974e+00  1.16586e+00  5.69220e-01  1.43974e+00  5.73423e-01  9.60781e-01  1.27480e+00 
 1.28826e+00  9.81873e-01  5.97172e-01  5.92927e-01  1.46124e+00  1.20558e+00  5.92927e-01  1.46124e+00  5.97172e-01  9.81873e-01  1.28826e+00 
 1.30068e+00  1.00155e+00  6.19455e-01  6.15175e-01  1.48125e+00  1.24169e+00  6.15175e-01  1.48125e+00  6.19455e-01  1.00155e+00  1.30068e+00 
 1.31211e+00  1.01990e+00  6.40359e-01  6.36051e-01  1.49988e+00  1.27446e+00  6.36051e-01  1.49988e+00  6.40359e-01  1.01990e+00  1.31211e+00 
 1.32262e+00  1.03701e+00  6.59968e-01  6.55639e-01  1.51720e+00  1.30412e+00  6.55639e-01  1.51720e+00  6.59968e-01  1.03701e+00  1.32262e+00 
 1.33225e+00  1.05295e+00  6.78364e-01  6.74020e-01  1.53330e+00  1.33091e+00  6.74020e-01  1.53330e+00  6.78364e-01  1.05295e+00  1.33225e+00 
 1.34107e+00  1.06781e+00  6.95622e-01  6.91268e-01  1.54826e+00  1.35505e+00  6.91268e-01  1.54826e+00  6.95622e-01  1.06781e+00  1.34107e+00 
 1.34912e+00  1.08164e+00  7.11813e-01  7.07454e-01  1.56216e+00  1.37672e+00  7.07454e-01  1.56216e+00  7.11813e-01  1.08164e+00  1.34912e+00 
 1.35646e+00  1.09452e+00  7.27005e-01  7.22644e-01  1.57506e+00  1.39613e+00  7.22644e-01  1.57506e+00  7.27005e-01  1.09452e+00  1.35646e+00 
 1.36313e+00  1.10650e+00  7.41259e-01  7.36902e-01  1.58702e+00  1.41344e+00  7.36902e-01  1.58702e+00  7.41259e-01  1.10650e+00  1.36313e+00 
 1.36916e+00  1.11765e+00  7.54635e-01  7.50285e-01  1.59811e+00  1.42882e+00  7.50285e-01  1.59811e+00  7.54635e-01  1.11765e+00  1.36916e+00 
 1.37461e+00  1.12801e+00  7.67187e-01  7.62847e-01  1.60839e+00  1.44241e+00  7.62847e-01  1.60839e+00  7.67187e-01  1.12801e+00  1.37461e+00 
 1.37952e+00  1.13765e+00  7.78966e-01  7.74640e-01  1.61790e+00  1.45435e+00  7.74640e-01  1.61790e+00  7.78966e-01  1.13765e+00  1.37952e+00 
 1.38391e+00  1.14659e+00  7.90020e-01  7.85710e-01  1.62670e+00  1.46476e+00  7.85710e-01  1.62670e+00  7.90020e-01  1.14659e+00  1.38391e+00 
 1.38782e+00  1.15490e+00  8.00394e-01  7.96102e-01  1.63482e+00  1.47378e+00  7.96102e-01  1.63482e+00  8.00394e-01  1.15490e+00  1.38782e+00 
 1.39128e+00  1.16260e+00  8.10127e-01  8.05858e-01  1.64232e+00  1.48149e+00  8.05858e-01  1.64232e+00  8.10127e-01  1.16260e+00  1.39128e+00 
 1.39432e+00  1.16973e+00  8.19260e-01  8.15014e-01  1.64923e+00  1.48801e+00  8.15014e-01  1.64923e+00  8.19260e-01  1.16973e+00  1.39432e+00 
 1.39697e+00  1.17634e+00  8.27828e-01  8.23608e-01  1.65559e+00  1.49343e+00  8.23608e-01  1.65559e+00  8.27828e-01  1.17634e+00  1.39697e+00 
 1.39925e+00  1.18245e+00  8.35865e-01  8.31672e-01  1.66142e+00  1.49782e+00  8.31672e-01  1.66142e+00  8.35865e-01  1.18245e+00  1.39925e+00 
 1.40119e+00  1.18809e+00  8.43402e-01  8.39239e-01  1.66678e+00  1.50128e+00  8.39239e-01  1.66678e+00  8.43402e-01  1.18809e+00  1.40119e+00 
 1.40281e+00  1.19329e+00  8.50469e-01  8.46336e-01  1.67167e+00  1.50387e+00  8.46336e-01  1.67167e+00  8.50469e-01  1.19329e+00  1.40281e+00 
 1.40412e+00  1.19808e+00  8.57091e-01  8.52991e-01  1.67614e+00  1.50565e+00  8.52991e-01  1.67614e+00  8.57091e-01  1.19808e+00  1.40412e+00 
 1.40516e+00  1.20248e+00  8.63297e-01  8.59230e-01  1.68020e+00  1.50670e+00  8.59230e-01  1.68020e+00  8.63297e-01  1.20248e+00  1.40516e+00 
 1.40593e+00  1.20651e+00  8.69108e-01  8.65076e-01  1.68388e+00  1.50707e+00  8.65076e-01  1.68388e+00  8.69108e-01  1.20651e+00  1.40593e+00 
