PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00  8.86899e-09  1.45757e-04  1.38952e+00  1.08415e-06  1.45757e-04  1.38952e+00  8.86899e-09  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  2.78928e-02  2.81224e-02  1.40237e+00  6.86819e-02  2.81224e-02  1.40237e+00  2.78928e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  6.11691e-02  6.14770e-02  1.42154e+00  1.47366e-01  6.14770e-02  1.42154e+00  6.11691e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  9.68680e-02  9.72485e-02  1.44395e+00  2.29507e-01  9.72485e-02  1.44395e+00  9.68680e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  6.32341e-01  9.88611e-02  9.92454e-02  1.44524e+00  2.34037e-01  9.92454e-02  1.44524e+00  9.88611e-02  6.32341e-01  0.00000e+00 
 0.00000e+00  6.61017e-01  1.33154e-01  1.33600e-01  1.46785e+00  3.11054e-01  1.33600e-01  1.46785e+00  1.33154e-01  6.61017e-01  0.00000e+00 
 0.00000e+00  6.91769e-01  1.69582e-01  1.70089e-01  1.49247e+00  3.91374e-01  1.70089e-01  1.49247e+00  1.69582e-01  6.91769e-01  0.00000e+00 
 0.00000e+00  7.22215e-01  2.05452e-01  2.06016e-01  1.51705e+00  4.68988e-01  2.06016e-01  1.51705e+00  2.05452e-01  7.22215e-01  0.00000e+00 
 0.00000e+00  7.51889e-01  2.40320e-01  2.40936e-01  1.54110e+00  5.43012e-01  2.40936e-01  1.54110e+00  2.40320e-01  7.51889e-01  0.00000e+00 
 0.00000e+00  7.80508e-01  2.73920e-01  2.74585e-01  1.56432e+00  6.12977e-01  2.74585e-01  1.56432e+00  2.73920e-01  7.80508e-01  0.00000e+00 
 0.00000e+00  8.07909e-01  3.06105e-01  3.06815e-01  1.58653e+00  6.78684e-01  3.06815e-01  1.58653e+00  3.06105e-01  8.07909e-01  0.00000e+00 
 0.00000e+00  8.34007e-01  3.36807e-01  3.37558e-01  1.60762e+00  7.40105e-01  3.37558e-01  1.60762e+00  3.36807e-01  8.34007e-01  0.00000e+00 
 0.00000e+00  8.58773e-01  3.66007e-01  3.66797e-01  1.62756e+00  7.97322e-01  3.66797e-01  1.62756e+00  3.66007e-01  8.58773e-01  0.00000e+00 
 0.00000e+00  8.82210e-01  3.93723e-01  3.94548e-01  1.64633e+00  8.50482e-01  3.94548e-01  1.64633e+00  3.93723e-01  8.82210e-01  0.00000e+00 
 1.35869e+00  8.92513e-01  4.05936e-01  4.06776e-01  1.65455e+00  8.73535e-01  4.06776e-01  1.65455e+00  4.05936e-01  8.92513e-01  1.35869e+00 
 1.36396e+00  9.04668e-01  4.20286e-01  4.21144e-01  1.66430e+00  9.00526e-01  4.21144e-01  1.66430e+00  4.20286e-01  9.04668e-01  1.36396e+00 
 1.37330e+00  9.26206e-01  4.45785e-01  4.46673e-01  1.68151e+00  9.47652e-01  4.46673e-01  1.68151e+00  4.45785e-01  9.26206e-01  1.37330e+00 
 1.38215e+00  9.46603e-01  4.70029e-01  4.70944e-01  1.69769e+00  9.91416e-01  4.70944e-01  1.69769e+00  4.70029e-01  9.46603e-01  1.38215e+00 
